,Wban Number, YearMonthDay, Avg Temp
570,3162,20030315,53
20381,54771,20030315,27
2794,4110,20030315,48
3197,4789,20030315,38
22303,93721,20030315,43
2175,3953,20030315,53
2856,4112,20030315,38
9493,14765,20030315,35
14,3013,20030315,58
6159,13764,20030315,43
1712,3893,20030315,47
14123,24011,20030315,45
8452,14605,20030315,23
11442,14940,20030315,52
8978,14739,20030315,33
293,3031,20030315,67
2114,3947,20030315,62
11318,14936,20030315,50
8483,14606,20030315,18
11256,14933,20030315,58
11814,21510,20030315,77
20102,54740,20030315,28
2763,4109,20030315,44
8854,14734,20030315,44
107,3024,20030315,65
76,3017,20030315,55
1743,3894,20030315,56
11411,14939,20030315,64
6221,13781,20030315,40
8484,14606,20030316,25
20382,54771,20030316,36
16702,25309,20030316,31
1219,3820,20030316,53
3136,4781,20030316,46
10823,14913,20030316,46
232,3029,20030316,39
8608,14702,20030316,37
3631,4847,20030316,48
9072,14745,20030316,32
1188,3818,20030316,63
2176,3953,20030316,57
9742,14792,20030316,48
263,3030,20030316,60
2269,3960,20030316,55
4777,12884,20030316,61
1465,3868,20030316,56
6160,13764,20030316,54
11784,21504,20030316,75
1372,3856,20030316,57
2764,4109,20030316,48
108,3024,20030316,66
77,3017,20030316,51
3848,4854,20030316,50
11412,14939,20030316,62
8855,14734,20030316,54
2857,4112,20030316,29
1310,3847,20030316,56
10792,14910,20030316,46
2795,4110,20030316,42
22304,93721,20030316,50
15048,24126,20030316,44
15,3013,20030316,53
11443,14940,20030316,55
4034,11640,20030316,80
8979,14739,20030316,36
2888,4113,20030316,47
3043,4726,20030316,53
16671,25308,20030316,43
11474,14941,20030316,55
1434,3860,20030316,59
2331,3963,20030316,57
11350,14937,20030316,50
14986,24110,20030316,44
4127,12815,20030316,70
139,3026,20030316,56
8639,14707,20030316,40
3012,4725,20030316,48
294,3031,20030316,67
3662,4848,20030316,50
1250,3822,20030316,58
2393,3966,20030316,55
22180,93706,20030316,50
9773,14794,20030316,40
1403,3859,20030316,52
8670,14710,20030316,36
4096,12812,20030316,74
9010,14740,20030316,44
3600,4846,20030316,53
2115,3947,20030316,64
2826,4111,20030316,32
11288,14935,20030316,58
6408,13838,20030316,66
1064,3811,20030316,56
11257,14933,20030316,62
9711,14787,20030316,45
19979,54728,20030316,31
3507,4842,20030316,49
20103,54740,20030316,38
11195,14929,20030316,48
5757,13728,20030316,51
449,3131,20030316,57
3259,4804,20030316,54
10854,14914,20030316,42
1095,3812,20030316,54
1744,3894,20030316,57
3352,4836,20030316,20
6222,13781,20030316,52
1033,3810,20030316,53
13241,23176,20030316,41
1837,3919,20030316,66
6346,13833,20030316,64
1341,3849,20030316,58
3321,4826,20030316,54
14186,24013,20030316,38
20134,54742,20030316,35
3445,4840,20030316,52
9432,14763,20030316,40
1651,3888,20030316,58
5974,13739,20030316,53
3290,4808,20030316,50
1620,3887,20030316,55
1899,3928,20030316,66
540,3160,20030316,50
6098,13744,20030316,57
12063,23009,20030316,65
480,3144,20030316,63
1157,3816,20030316,58
325,3032,20030316,69
1713,3893,20030316,55
3414,4839,20030316,49
1682,3889,20030316,63
1558,3878,20030316,61
9494,14765,20030316,47
1496,3870,20030316,54
11319,14936,20030316,51
20165,54743,20030316,48
9227,14752,20030316,46
14124,24011,20030316,42
692,3170,20030316,35
2053,3940,20030316,63
3538,4843,20030316,57
3228,4803,20030316,53
14279,24018,20030316,47
7399,13939,20030316,62
5056,12916,20030316,65
356,3102,20030316,57
1930,3932,20030316,65
571,3162,20030316,51
8453,14605,20030316,30
3198,4789,20030316,42
11815,21510,20030316,77
481,3144,20030317,61
9495,14765,20030317,51
6161,13764,20030317,56
541,3160,20030317,49
1311,3847,20030317,54
4035,11640,20030317,80
78,3017,20030317,42
16,3013,20030317,54
572,3162,20030317,49
22305,93721,20030317,58
20104,54740,20030317,48
693,3170,20030317,32
8856,14734,20030317,59
19980,54728,20030317,43
16672,25308,20030317,42
6099,13744,20030317,59
1034,3810,20030317,58
6223,13781,20030317,60
8454,14605,20030317,43
6347,13833,20030317,63
233,3029,20030317,34
8609,14702,20030317,48
20383,54771,20030317,45
7400,13939,20030317,62
9228,14752,20030317,53
9073,14745,20030317,45
264,3030,20030317,56
1096,3812,20030317,55
8485,14606,20030317,42
326,3032,20030317,68
1189,3818,20030317,68
1158,3816,20030317,57
4778,12884,20030317,68
5057,12916,20030317,68
9743,14792,20030317,57
16703,25309,20030317,36
20166,54743,20030317,57
1220,3820,20030317,53
4128,12815,20030317,72
357,3102,20030317,56
9433,14763,20030317,47
109,3024,20030317,61
4097,12812,20030317,72
9774,14794,20030317,48
22181,93706,20030317,53
5975,13739,20030317,61
1251,3822,20030317,59
295,3031,20030317,62
20135,54742,20030317,47
450,3131,20030317,57
8640,14707,20030317,47
1065,3811,20030317,53
140,3026,20030317,50
9712,14787,20030317,50
16733,25323,20030317,34
6409,13838,20030317,64
5758,13728,20030317,58
8671,14710,20030317,48
9011,14740,20030317,51
15049,24126,20030317,42
10855,14914,20030317,42
14987,24110,20030317,43
2116,3947,20030317,65
3601,4846,20030317,54
11320,14936,20030317,51
1714,3893,20030317,56
2177,3953,20030317,58
14125,24011,20030317,37
3663,4848,20030317,53
3137,4781,20030317,55
1683,3889,20030317,64
3415,4839,20030317,53
3291,4808,20030317,54
8980,14739,20030317,47
2270,3960,20030317,56
14280,24018,20030317,35
10824,14913,20030317,35
3199,4789,20030317,49
3353,4836,20030317,23
11816,21510,20030317,79
1900,3928,20030317,65
1838,3919,20030317,66
13242,23176,20030317,40
12064,23009,20030317,58
11289,14935,20030317,60
1466,3868,20030317,57
3322,4826,20030317,50
1497,3870,20030317,58
1342,3849,20030317,61
3632,4847,20030317,51
3260,4804,20030317,59
1931,3932,20030317,63
3229,4803,20030317,46
11258,14933,20030317,62
2054,3940,20030317,62
1745,3894,20030317,58
1435,3860,20030317,60
3044,4726,20030317,56
11785,21504,20030317,73
10793,14910,20030317,44
3539,4843,20030317,55
2765,4109,20030317,44
2889,4113,20030317,49
2332,3963,20030317,56
1621,3887,20030317,56
14187,24013,20030317,31
11475,14941,20030317,54
2858,4112,20030317,27
2796,4110,20030317,42
3508,4842,20030317,52
3446,4840,20030317,50
3849,4854,20030317,46
1559,3878,20030317,62
2394,3966,20030317,56
1373,3856,20030317,54
11413,14939,20030317,59
2827,4111,20030317,26
11351,14937,20030317,57
3013,4725,20030317,52
11196,14929,20030317,46
1652,3888,20030317,54
1404,3859,20030317,54
11444,14940,20030317,50
6224,13781,20030318,56
542,3160,20030318,49
1839,3919,20030318,57
5759,13728,20030318,61
3509,4842,20030318,57
16734,25323,20030318,38
3323,4826,20030318,43
9713,14787,20030318,44
1066,3811,20030318,60
482,3144,20030318,62
14188,24013,20030318,33
13243,23176,20030318,39
6100,13744,20030318,63
20105,54740,20030318,41
9496,14765,20030318,47
694,3170,20030318,33
11197,14929,20030318,41
3416,4839,20030318,43
19981,54728,20030318,31
1653,3888,20030318,59
1684,3889,20030318,64
14126,24011,20030318,35
6162,13764,20030318,51
1035,3810,20030318,57
1715,3893,20030318,63
573,3162,20030318,47
3354,4836,20030318,17
3447,4840,20030318,39
5976,13739,20030318,58
1622,3887,20030318,61
1746,3894,20030318,60
11259,14933,20030318,56
6348,13833,20030318,64
1343,3849,20030318,62
3292,4808,20030318,46
8610,14702,20030318,44
234,3029,20030318,33
3045,4726,20030318,52
2333,3963,20030318,61
11352,14937,20030318,51
141,3026,20030318,46
3014,4725,20030318,42
8641,14707,20030318,48
9012,14740,20030318,48
2395,3966,20030318,60
22182,93706,20030318,55
110,3024,20030318,55
11476,14941,20030318,57
8672,14710,20030318,45
2890,4113,20030318,45
2766,4109,20030318,46
79,3017,20030318,34
11414,14939,20030318,61
2859,4112,20030318,26
8857,14734,20030318,55
2797,4110,20030318,40
22306,93721,20030318,58
17,3013,20030318,51
11445,14940,20030318,50
2828,4111,20030318,25
2271,3960,20030318,61
9434,14763,20030318,40
20384,54771,20030318,33
9074,14745,20030318,39
1901,3928,20030318,57
20136,54742,20030318,35
451,3131,20030318,55
12065,23009,20030318,49
11290,14935,20030318,56
6410,13838,20030318,65
3261,4804,20030318,63
358,3102,20030318,56
1932,3932,20030318,56
10856,14914,20030318,37
7401,13939,20030318,60
9229,14752,20030318,49
2055,3940,20030318,63
327,3032,20030318,59
11817,21510,20030318,78
3200,4789,20030318,44
2117,3947,20030318,62
8455,14605,20030318,35
20167,54743,20030318,52
296,3031,20030318,54
11321,14936,20030318,45
3138,4781,20030318,50
2178,3953,20030318,59
8486,14606,20030318,32
265,3030,20030318,48
11786,21504,20030318,74
3230,4803,20030318,45
8981,14739,20030318,39
10794,14910,20030318,36
3850,4854,20030318,36
3633,4847,20030318,46
1436,3860,20030318,65
14988,24110,20030318,42
10825,14913,20030318,29
4098,12812,20030318,75
15050,24126,20030318,38
1560,3878,20030318,66
1097,3812,20030318,55
16704,25309,20030318,37
3602,4846,20030318,51
3540,4843,20030318,52
9744,14792,20030318,52
16673,25308,20030318,45
1498,3870,20030318,57
1374,3856,20030318,61
1252,3822,20030318,65
14281,24018,20030318,27
1467,3868,20030318,63
1221,3820,20030318,61
1159,3816,20030318,59
1312,3847,20030318,58
4036,11640,20030318,81
3664,4848,20030318,42
5058,12916,20030318,68
4129,12815,20030318,73
9775,14794,20030318,47
1405,3859,20030318,55
4779,12884,20030318,63
1190,3818,20030318,71
235,3029,20030319,36
3603,4846,20030319,49
9776,14794,20030319,35
14989,24110,20030319,45
3046,4726,20030319,39
452,3131,20030319,56
10857,14914,20030319,41
3231,4803,20030319,44
4099,12812,20030319,79
1716,3893,20030319,59
1747,3894,20030319,65
11353,14937,20030319,42
12066,23009,20030319,50
6163,13764,20030319,42
142,3026,20030319,41
2334,3963,20030319,55
1191,3818,20030319,75
1685,3889,20030319,66
3015,4725,20030319,36
574,3162,20030319,49
4130,12815,20030319,79
3355,4836,20030319,17
16705,25309,20030319,37
11260,14933,20030319,42
8611,14702,20030319,31
9435,14763,20030319,33
11322,14936,20030319,42
3293,4808,20030319,43
6349,13833,20030319,66
1840,3919,20030319,52
4780,12884,20030319,67
266,3030,20030319,46
3139,4781,20030319,37
1468,3868,20030319,60
13244,23176,20030319,40
20168,54743,20030319,38
483,3144,20030319,65
1253,3822,20030319,65
8487,14606,20030319,25
2118,3947,20030319,50
10826,14913,20030319,35
2179,3953,20030319,64
9745,14792,20030319,38
9075,14745,20030319,27
3324,4826,20030319,40
8456,14605,20030319,27
543,3160,20030319,54
11787,21504,20030319,73
3665,4848,20030319,40
6225,13781,20030319,43
1406,3859,20030319,47
20385,54771,20030319,29
2272,3960,20030319,59
20137,54742,20030319,30
20106,54740,20030319,33
1902,3928,20030319,49
8642,14707,20030319,37
6411,13838,20030319,67
14282,24018,20030319,29
3201,4789,20030319,37
11415,14939,20030319,48
9230,14752,20030319,39
2860,4112,20030319,27
5977,13739,20030319,44
1623,3887,20030319,54
3541,4843,20030319,49
15051,24126,20030319,41
1098,3812,20030319,51
3510,4842,20030319,54
8858,14734,20030319,40
1067,3811,20030319,65
359,3102,20030319,56
2798,4110,20030319,40
80,3017,20030319,30
22307,93721,20030319,44
3634,4847,20030319,42
14189,24013,20030319,32
1561,3878,20030319,75
9714,14787,20030319,34
8982,14739,20030319,33
1933,3932,20030319,50
18,3013,20030319,44
4037,11640,20030319,80
7402,13939,20030319,63
11446,14940,20030319,41
5760,13728,20030319,52
1222,3820,20030319,64
2829,4111,20030319,30
1344,3849,20030319,63
16735,25323,20030319,39
3448,4840,20030319,37
2056,3940,20030319,65
2396,3966,20030319,58
3851,4854,20030319,35
6101,13744,20030319,56
111,3024,20030319,45
11291,14935,20030319,47
19982,54728,20030319,26
11818,21510,20030319,78
22183,93706,20030319,44
1375,3856,20030319,67
11477,14941,20030319,47
9497,14765,20030319,35
5059,12916,20030319,66
9013,14740,20030319,37
695,3170,20030319,35
297,3031,20030319,56
3417,4839,20030319,42
2767,4109,20030319,48
328,3032,20030319,63
16674,25308,20030319,43
10795,14910,20030319,42
1313,3847,20030319,61
1160,3816,20030319,65
14127,24011,20030319,35
8673,14710,20030319,32
3262,4804,20030319,62
1437,3860,20030319,64
1036,3810,20030319,53
2891,4113,20030319,50
11198,14929,20030319,39
1499,3870,20030319,54
1654,3888,20030319,60
329,3032,20030320,56
2057,3940,20030320,66
3202,4789,20030320,35
298,3031,20030320,54
20169,54743,20030320,41
4131,12815,20030320,81
14990,24110,20030320,51
7403,13939,20030320,61
8457,14605,20030320,30
9231,14752,20030320,36
16675,25308,20030320,45
1223,3820,20030320,63
11819,21510,20030320,77
4100,12812,20030320,82
11323,14936,20030320,42
112,3024,20030320,48
2397,3966,20030320,55
3852,4854,20030320,45
8674,14710,20030320,31
2892,4113,20030320,52
2768,4109,20030320,41
81,3017,20030320,31
1314,3847,20030320,59
11416,14939,20030320,40
22184,93706,20030320,37
2861,4112,20030320,26
8859,14734,20030320,43
2799,4110,20030320,40
4038,11640,20030320,79
22308,93721,20030320,46
8983,14739,20030320,35
19,3013,20030320,45
11447,14940,20030320,38
2830,4111,20030320,34
1345,3849,20030320,62
15052,24126,20030320,44
1376,3856,20030320,67
9014,14740,20030320,35
11478,14941,20030320,43
267,3030,20030320,46
3140,4781,20030320,41
1407,3859,20030320,44
8488,14606,20030320,30
1254,3822,20030320,70
9076,14745,20030320,28
2180,3953,20030320,55
11788,21504,20030320,74
3666,4848,20030320,51
20386,54771,20030320,27
2273,3960,20030320,58
8612,14702,20030320,31
3047,4726,20030320,36
236,3029,20030320,38
9777,14794,20030320,38
11354,14937,20030320,47
143,3026,20030320,40
2335,3963,20030320,53
3016,4725,20030320,34
10796,14910,20030320,36
8643,14707,20030320,38
2119,3947,20030320,42
3232,4803,20030320,36
9436,14763,20030320,32
3356,4836,20030320,30
11199,14929,20030320,42
9746,14792,20030320,44
14128,24011,20030320,39
484,3144,20030320,64
1655,3888,20030320,57
13245,23176,20030320,40
1500,3870,20030320,49
1037,3810,20030320,46
4781,12884,20030320,66
1841,3919,20030320,46
6350,13833,20030320,64
3449,4840,20030320,44
1624,3887,20030320,57
3294,4808,20030320,54
5978,13739,20030320,48
3325,4826,20030320,37
5060,12916,20030320,64
6102,13744,20030320,64
544,3160,20030320,53
16706,25309,20030320,38
1686,3889,20030320,64
1161,3816,20030320,61
1717,3893,20030320,63
575,3162,20030320,51
14283,24018,20030320,34
3604,4846,20030320,55
10827,14913,20030320,32
1748,3894,20030320,63
3418,4839,20030320,51
696,3170,20030320,34
9498,14765,20030320,37
11261,14933,20030320,38
1469,3868,20030320,65
6226,13781,20030320,46
19983,54728,20030320,25
20107,54740,20030320,29
1903,3928,20030320,44
6164,13764,20030320,51
9715,14787,20030320,35
16736,25323,20030320,38
360,3102,20030320,54
6412,13838,20030320,66
1438,3860,20030320,62
3635,4847,20030320,0
3263,4804,20030320,58
11292,14935,20030320,41
12067,23009,20030320,53
14190,24013,20030320,38
1192,3818,20030320,74
10858,14914,20030320,37
1099,3812,20030320,50
1562,3878,20030320,72
3511,4842,20030320,52
1934,3932,20030320,45
3542,4843,20030320,42
5761,13728,20030320,42
20138,54742,20030320,32
1068,3811,20030320,62
453,3131,20030320,56
19984,54728,20030321,44
14191,24013,20030321,40
5762,13728,20030321,58
3419,4839,20030321,41
9015,14740,20030321,53
697,3170,20030321,36
2800,4110,20030321,43
9499,14765,20030321,51
1346,3849,20030321,56
2336,3963,20030321,47
20,3013,20030321,43
8644,14707,20030321,47
2831,4111,20030321,34
576,3162,20030321,53
1377,3856,20030321,57
1563,3878,20030321,62
10797,14910,20030321,37
10859,14914,20030321,39
3017,4725,20030321,48
1687,3889,20030321,56
1162,3816,20030321,50
11479,14941,20030321,44
22185,93706,20030321,46
1100,3812,20030321,58
113,3024,20030321,48
15053,24126,20030321,42
5979,13739,20030321,55
2862,4112,20030321,30
11417,14939,20030321,44
1625,3887,20030321,47
1315,3847,20030321,52
11448,14940,20030321,36
3450,4840,20030321,37
3543,4843,20030321,46
82,3017,20030321,36
2769,4109,20030321,48
11355,14937,20030321,40
1038,3810,20030321,56
8860,14734,20030321,58
4039,11640,20030321,78
1069,3811,20030321,49
16737,25323,20030321,40
1656,3888,20030321,62
8675,14710,20030321,50
14129,24011,20030321,42
3512,4842,20030321,49
5061,12916,20030321,61
8984,14739,20030321,51
2893,4113,20030321,52
3853,4854,20030321,45
2398,3966,20030321,49
11200,14929,20030321,40
9716,14787,20030321,47
6103,13744,20030321,67
22309,93721,20030321,49
1501,3870,20030321,60
1935,3932,20030321,48
268,3030,20030321,44
10828,14913,20030321,33
20170,54743,20030321,56
299,3031,20030321,54
3295,4808,20030321,43
1842,3919,20030321,47
2120,3947,20030321,46
14991,24110,20030321,51
8458,14605,20030321,43
6351,13833,20030321,58
1408,3859,20030321,50
3141,4781,20030321,53
144,3026,20030321,41
4782,12884,20030321,62
485,3144,20030321,66
1749,3894,20030321,51
8489,14606,20030321,43
11324,14936,20030321,40
9747,14792,20030321,56
1904,3928,20030321,46
454,3131,20030321,59
11293,14935,20030321,43
7404,13939,20030321,52
9232,14752,20030321,52
361,3102,20030321,61
1224,3820,20030321,68
20139,54742,20030321,45
2058,3940,20030321,52
12068,23009,20030321,53
11820,21510,20030321,76
3264,4804,20030321,50
16676,25308,20030321,45
6413,13838,20030321,62
4132,12815,20030321,76
3203,4789,20030321,53
1439,3860,20030321,55
1193,3818,20030321,69
330,3032,20030321,60
9077,14745,20030321,47
3636,4847,20030321,46
13246,23176,20030321,41
1718,3893,20030321,46
20387,54771,20030321,45
4101,12812,20030321,79
1470,3868,20030321,50
11262,14933,20030321,40
3233,4803,20030321,33
8613,14702,20030321,53
3667,4848,20030321,48
6227,13781,20030321,53
3357,4836,20030321,34
545,3160,20030321,55
9778,14794,20030321,47
16707,25309,20030321,38
20108,54740,20030321,46
11789,21504,20030321,74
9437,14763,20030321,49
6165,13764,20030321,60
2274,3960,20030321,51
3048,4726,20030321,49
2181,3953,20030321,55
237,3029,20030321,41
1255,3822,20030321,70
3605,4846,20030321,46
3326,4826,20030321,35
14284,24018,20030321,37
8985,14739,20030322,45
13247,23176,20030322,46
9438,14763,20030322,44
9717,14787,20030322,54
16677,25308,20030322,44
9233,14752,20030322,55
11356,14937,20030322,45
22310,93721,20030322,54
10798,14910,20030322,41
10860,14914,20030322,44
11294,14935,20030322,47
14192,24013,20030322,48
11821,21510,20030322,78
20140,54742,20030322,39
9016,14740,20030322,52
11480,14941,20030322,47
9078,14745,20030322,45
11201,14929,20030322,44
20109,54740,20030322,43
14130,24011,20030322,46
11790,21504,20030322,73
9748,14792,20030322,55
9779,14794,20030322,55
11263,14933,20030322,46
22186,93706,20030322,54
11325,14936,20030322,46
14992,24110,20030322,50
11449,14940,20030322,43
19985,54728,20030322,38
15054,24126,20030322,53
9500,14765,20030322,57
10829,14913,20030322,39
11418,14939,20030322,47
20388,54771,20030322,37
20171,54743,20030322,54
14285,24018,20030322,43
12069,23009,20030322,53
16738,25323,20030322,37
16708,25309,20030322,37
8459,14605,20030322,43
4133,12815,20030322,76
698,3170,20030322,46
2182,3953,20030322,54
1502,3870,20030322,58
3668,4848,20030322,40
7405,13939,20030322,54
2863,4112,20030322,36
3637,4847,20030322,37
1564,3878,20030322,58
83,3017,20030322,36
1936,3932,20030322,55
2121,3947,20030322,51
455,3131,20030322,63
3606,4846,20030322,42
2894,4113,20030322,52
8490,14606,20030322,40
3544,4843,20030322,39
269,3030,20030322,54
1194,3818,20030322,64
1070,3811,20030322,52
1626,3887,20030322,50
3513,4842,20030322,40
1657,3888,20030322,57
486,3144,20030322,68
3451,4840,20030322,41
1225,3820,20030322,61
8614,14702,20030322,49
2399,3966,20030322,51
2059,3940,20030322,54
6104,13744,20030322,62
5980,13739,20030322,55
6166,13764,20030322,57
1378,3856,20030322,55
2801,4110,20030322,52
1039,3810,20030322,56
5763,13728,20030322,58
6228,13781,20030322,55
2770,4109,20030322,42
5062,12916,20030322,61
145,3026,20030322,46
3854,4854,20030322,36
1316,3847,20030322,50
4783,12884,20030322,62
114,3024,20030322,55
1440,3860,20030322,52
6352,13833,20030322,56
2832,4111,20030322,42
4102,12812,20030322,76
1256,3822,20030322,66
238,3029,20030322,40
6414,13838,20030322,61
1471,3868,20030322,49
4040,11640,20030322,80
1409,3859,20030322,51
3018,4725,20030322,41
1347,3849,20030322,51
3296,4808,20030322,42
1101,3812,20030322,55
3204,4789,20030322,49
3327,4826,20030322,42
1719,3893,20030322,47
1163,3816,20030322,50
331,3032,20030322,58
3358,4836,20030322,37
2275,3960,20030322,52
1688,3889,20030322,52
8676,14710,20030322,54
21,3013,20030322,49
3234,4803,20030322,36
3420,4839,20030322,36
8645,14707,20030322,53
2337,3963,20030322,50
1843,3919,20030322,55
1905,3928,20030322,53
3049,4726,20030322,42
3142,4781,20030322,58
1750,3894,20030322,52
546,3160,20030322,58
3265,4804,20030322,44
8861,14734,20030322,58
300,3031,20030322,55
577,3162,20030322,53
362,3102,20030322,64
4784,12884,20030323,64
4103,12812,20030323,68
9749,14792,20030323,48
547,3160,20030323,58
3235,4803,20030323,46
1441,3860,20030323,52
1410,3859,20030323,47
1751,3894,20030323,54
11822,21510,20030323,77
4134,12815,20030323,65
14993,24110,20030323,45
3421,4839,20030323,46
2802,4110,20030323,41
3205,4789,20030323,44
1348,3849,20030323,50
22187,93706,20030323,50
20141,54742,20030323,38
6105,13744,20030323,59
1844,3919,20030323,58
115,3024,20030323,63
5981,13739,20030323,53
11326,14936,20030323,56
146,3026,20030323,53
11450,14940,20030323,52
1379,3856,20030323,58
20110,54740,20030323,39
5764,13728,20030323,54
332,3032,20030323,63
699,3170,20030323,43
19986,54728,20030323,37
13248,23176,20030323,53
5063,12916,20030323,64
9718,14787,20030323,45
9780,14794,20030323,46
3050,4726,20030323,42
11295,14935,20030323,62
10830,14913,20030323,44
1937,3932,20030323,60
3359,4836,20030323,35
12070,23009,20030323,60
14193,24013,20030323,45
2895,4113,20030323,47
14131,24011,20030323,48
3545,4843,20030323,38
301,3031,20030323,60
270,3030,20030323,58
1627,3887,20030323,50
10861,14914,20030323,54
3514,4842,20030323,40
1906,3928,20030323,57
578,3162,20030323,59
3452,4840,20030323,49
11202,14929,20030323,53
1658,3888,20030323,56
363,3102,20030323,61
1689,3889,20030323,54
2833,4111,20030323,39
1565,3878,20030323,58
3638,4847,20030323,43
20172,54743,20030323,50
239,3029,20030323,43
3266,4804,20030323,50
1472,3868,20030323,51
4041,11640,20030323,80
3019,4725,20030323,39
2060,3940,20030323,60
14286,24018,20030323,50
3855,4854,20030323,43
10799,14910,20030323,51
3297,4808,20030323,48
1720,3893,20030323,50
1503,3870,20030323,56
3669,4848,20030323,42
11357,14937,20030323,48
20389,54771,20030323,36
11419,14939,20030323,58
11264,14933,20030323,54
2864,4112,20030323,24
3328,4826,20030323,46
3607,4846,20030323,51
3143,4781,20030323,48
8615,14702,20030323,43
8491,14606,20030323,36
22311,93721,20030323,51
2771,4109,20030323,42
6229,13781,20030323,50
1226,3820,20030323,58
1317,3847,20030323,51
1102,3812,20030323,52
2338,3963,20030323,58
1040,3810,20030323,54
8460,14605,20030323,41
84,3017,20030323,43
8862,14734,20030323,53
1195,3818,20030323,63
11481,14941,20030323,61
7406,13939,20030323,60
9439,14763,20030323,38
9234,14752,20030323,45
9017,14740,20030323,45
6353,13833,20030323,60
456,3131,20030323,58
487,3144,20030323,70
1164,3816,20030323,55
1257,3822,20030323,64
2400,3966,20030323,59
6415,13838,20030323,61
16678,25308,20030323,39
2183,3953,20030323,58
1071,3811,20030323,54
11791,21504,20030323,74
8677,14710,20030323,42
9079,14745,20030323,38
16739,25323,20030323,37
2122,3947,20030323,51
15055,24126,20030323,49
6167,13764,20030323,53
9501,14765,20030323,48
22,3013,20030323,55
8986,14739,20030323,48
2276,3960,20030323,57
16709,25309,20030323,36
8646,14707,20030323,48
3856,4854,20030324,50
85,3017,20030324,36
1659,3888,20030324,57
579,3162,20030324,60
3670,4848,20030324,52
11203,14929,20030324,43
11420,14939,20030324,54
1504,3870,20030324,61
9235,14752,20030324,46
364,3102,20030324,57
11265,14933,20030324,58
11358,14937,20030324,60
3422,4839,20030324,55
1165,3816,20030324,63
1938,3932,20030324,66
20390,54771,20030324,41
3020,4725,20030324,43
10800,14910,20030324,45
3453,4840,20030324,56
22312,93721,20030324,53
457,3131,20030324,59
16679,25308,20030324,44
1473,3868,20030324,57
14287,24018,20030324,35
2401,3966,20030324,60
1721,3893,20030324,56
1907,3928,20030324,61
302,3031,20030324,69
7407,13939,20030324,63
8647,14707,20030324,41
1196,3818,20030324,64
3546,4843,20030324,48
14132,24011,20030324,42
2896,4113,20030324,40
9080,14745,20030324,39
10862,14914,20030324,42
2339,3963,20030324,66
14194,24013,20030324,41
11482,14941,20030324,50
3608,4846,20030324,57
3360,4836,20030324,34
1072,3811,20030324,59
23,3013,20030324,50
3298,4808,20030324,56
8461,14605,20030324,41
12071,23009,20030324,65
1628,3887,20030324,60
1690,3889,20030324,58
271,3030,20030324,57
10831,14913,20030324,46
1566,3878,20030324,59
16710,25309,20030324,35
3515,4842,20030324,49
1227,3820,20030324,60
2865,4112,20030324,21
3329,4826,20030324,54
2184,3953,20030324,61
9018,14740,20030324,46
8492,14606,20030324,37
3639,4847,20030324,50
1349,3849,20030324,54
3236,4803,20030324,51
2772,4109,20030324,45
16740,25323,20030324,37
700,3170,20030324,41
6230,13781,20030324,52
2803,4110,20030324,38
5064,12916,20030324,63
1752,3894,20030324,59
5765,13728,20030324,58
1318,3847,20030324,54
8616,14702,20030324,41
4785,12884,20030324,65
1041,3810,20030324,58
9750,14792,20030324,48
8863,14734,20030324,50
1103,3812,20030324,52
11792,21504,20030324,75
14994,24110,20030324,40
147,3026,20030324,46
3206,4789,20030324,44
1380,3856,20030324,60
22188,93706,20030324,52
9502,14765,20030324,46
6106,13744,20030324,62
15056,24126,20030324,41
116,3024,20030324,62
333,3032,20030324,67
20142,54742,20030324,43
2277,3960,20030324,63
1845,3919,20030324,58
11327,14936,20030324,45
11451,14940,20030324,46
6168,13764,20030324,51
8987,14739,20030324,41
20111,54740,20030324,42
9719,14787,20030324,44
2123,3947,20030324,61
5982,13739,20030324,53
13249,23176,20030324,41
4042,11640,20030324,79
240,3029,20030324,44
8678,14710,20030324,42
1442,3860,20030324,55
548,3160,20030324,61
3051,4726,20030324,47
11296,14935,20030324,50
2834,4111,20030324,0
19987,54728,20030324,39
4104,12812,20030324,69
3144,4781,20030324,44
488,3144,20030324,72
4135,12815,20030324,68
6354,13833,20030324,62
20173,54743,20030324,49
11823,21510,20030324,79
1258,3822,20030324,64
2061,3940,20030324,62
6416,13838,20030324,62
1411,3859,20030324,52
9781,14794,20030324,40
3267,4804,20030324,55
9440,14763,20030324,41
11328,14936,20030325,41
16711,25309,20030325,35
2340,3963,20030325,46
8679,14710,20030325,47
9019,14740,20030325,46
11204,14929,20030325,36
1846,3919,20030325,55
1722,3893,20030325,57
12072,23009,20030325,54
8617,14702,20030325,45
334,3032,20030325,67
3299,4808,20030325,46
549,3160,20030325,62
3145,4781,20030325,41
3423,4839,20030325,42
20174,54743,20030325,49
1073,3811,20030325,63
3268,4804,20030325,59
11793,21504,20030325,74
3021,4725,20030325,57
3330,4826,20030325,41
13250,23176,20030325,43
3052,4726,20030325,59
8864,14734,20030325,49
11359,14937,20030325,47
1691,3889,20030325,65
3237,4803,20030325,36
11297,14935,20030325,48
303,3031,20030325,59
1166,3816,20030325,61
1753,3894,20030325,64
20112,54740,20030325,43
3361,4836,20030325,33
1104,3812,20030325,54
8648,14707,20030325,38
11266,14933,20030325,51
3207,4789,20030325,49
2278,3960,20030325,51
8988,14739,20030325,46
14133,24011,20030325,34
22313,93721,20030325,53
